거래 #,타입,날짜 및 시간,신호,가격 USD,포지션 크기 (수량),포지션 크기 (가치),순손익 USD,순손익 %,유리한 변동 USD,유리한 변동 %,불리한 변동 USD,불리한 변동 %,누적 손익 USD,누적 손익 %
2568,매도 청산,2025-08-18 11:50,XS2,3343.02,59.97,200150.0549,-330.85,-0.17,0,0.00,-611.21,-0.31,-55222.03,-552.22
2568,매도 진입,2025-08-18 09:10,S2,3337.503,59.97,200150.0549,-330.85,-0.17,0,0.00,-611.21,-0.31,-55222.03,-552.22
2569,매도 청산,2025-08-18 11:50,XS2,3343.02,59.97,200228.9155,-251.99,-0.13,77.54,0.04,-532.35,-0.27,-55474.03,-554.74
2569,매도 진입,2025-08-18 09:20,S2,3338.818,59.97,200228.9155,-251.99,-0.13,77.54,0.04,-532.35,-0.27,-55474.03,-554.74
2570,매도 청산,2025-08-18 11:50,XS3,3343.02,77.11,257741.9485,-38.32,-0.01,218.84,0.08,-398.81,-0.15,-55512.35,-555.12
2570,매도 진입,2025-08-18 09:40,S3,3342.523,77.11,257741.9485,-38.32,-0.01,218.84,0.08,-398.81,-0.15,-55512.35,-555.12
2571,매도 청산,2025-08-18 11:50,XS4,3343.02,107.96,361258.7749,346.34,0.10,413.81,0.11,-158.38,-0.04,-55166.02,-551.66
2571,매도 진입,2025-08-18 10:50,S4,3346.228,107.96,361258.7749,346.34,0.10,413.81,0.11,-158.38,-0.04,-55166.02,-551.66
2572,매수 청산,2025-08-20 03:20,반대신호정리,3318.85,28.43,94987.1887,-632.28,-0.67,124.38,0.13,-741.6,-0.78,-55798.3,-557.98
2572,매수 진입,2025-08-19 16:10,L1,3341.09,28.43,94987.1887,-632.28,-0.67,124.38,0.13,-741.6,-0.78,-55798.3,-557.98
2573,매수 청산,2025-08-20 03:20,반대신호정리,3318.85,34.74,115847.3043,-550.46,-0.48,168.84,0.15,-684.03,-0.59,-56348.76,-563.49
2573,매수 진입,2025-08-19 21:40,L2,3334.695,34.74,115847.3043,-550.46,-0.48,168.84,0.15,-684.03,-0.59,-56348.76,-563.49
2574,매수 청산,2025-08-20 03:20,반대신호정리,3318.85,44.67,148675.161,-422.13,-0.28,502.76,0.34,-593.89,-0.40,-56770.89,-567.71
2574,매수 진입,2025-08-19 22:10,L3,3328.3,44.67,148675.161,-422.13,-0.28,502.76,0.34,-593.89,-0.40,-56770.89,-567.71
2575,매도 청산,2025-08-20 17:10,반대신호정리,3324.44,28.81,95545.33995,-231.78,-0.24,139.3,0.15,-323.1,-0.34,-57002.66,-570.03
2575,매도 진입,2025-08-20 05:40,S1,3316.395,28.81,95545.33995,-231.78,-0.24,139.3,0.15,-323.1,-0.34,-57002.66,-570.03
2576,매도 청산,2025-08-20 17:10,반대신호정리,3324.44,35.21,116992.4431,-61.09,-0.05,35.74,0.03,-172.71,-0.15,-57063.75,-570.64
2576,매도 진입,2025-08-20 14:50,S2,3322.705,35.21,116992.4431,-61.09,-0.05,35.74,0.03,-172.71,-0.15,-57063.75,-570.64
2577,매수 청산,2025-08-20 20:10,XL1,3328.82,57.9,192556.872,181.81,0.09,181.81,0.09,-104.8,-0.05,-56881.95,-568.82
2577,매수 진입,2025-08-20 19:20,L1,3325.68,57.9,192556.872,181.81,0.09,181.81,0.09,-104.8,-0.05,-56881.95,-568.82
2578,매수 청산,2025-08-20 22:50,XL1,3343.985,57.9,193434.9255,181.81,0.09,435.41,0.23,-25.48,-0.01,-56700.14,-567.00
2578,매수 진입,2025-08-20 22:30,L1,3340.845,57.9,193434.9255,181.81,0.09,435.41,0.23,-25.48,-0.01,-56700.14,-567.00
2579,매도 청산,2025-08-21 19:10,XS1,3339.605,79.74,266300.1027,0,0.00,139.94,0.05,-213.7,-0.08,-56700.14,-567.00
2579,매도 진입,2025-08-21 16:40,S1,3339.605,79.74,266300.1027,0,0.00,139.94,0.05,-213.7,-0.08,-56700.14,-567.00
2580,매도 청산,2025-08-21 19:10,XS2,3339.605,97.46,325700.1121,222.21,0.07,222.21,0.07,-38.98,-0.01,-56477.93,-564.78
2580,매도 진입,2025-08-21 18:50,S2,3341.885,97.46,325700.1121,222.21,0.07,222.21,0.07,-38.98,-0.01,-56477.93,-564.78
2581,매도 청산,2025-08-21 22:40,XS1,3342.565,79.74,266717.9403,181.81,0.07,181.81,0.07,-223.27,-0.08,-56296.12,-562.96
2581,매도 진입,2025-08-21 22:20,S1,3344.845,79.74,266717.9403,181.81,0.07,181.81,0.07,-223.27,-0.08,-56296.12,-562.96
2582,매도 청산,2025-08-21 22:40,XS2,3342.565,97.46,326210.8025,444.42,0.14,444.42,0.14,-50.68,-0.02,-55851.71,-558.52
2582,매도 진입,2025-08-21 22:30,S2,3347.125,97.46,326210.8025,444.42,0.14,444.42,0.14,-50.68,-0.02,-55851.71,-558.52
2583,매도 청산,2025-08-22 13:10,XS1,3331.295,67.34,224874.8593,545.45,0.24,545.45,0.24,-175.08,-0.08,-55306.25,-553.06
2583,매도 진입,2025-08-22 04:00,S1,3339.395,67.34,224874.8593,545.45,0.24,545.45,0.24,-175.08,-0.08,-55306.25,-553.06
2584,매도 청산,2025-08-22 16:30,XS1,3329.665,92.76,308859.7254,0,0.00,370.11,0.12,-508.79,-0.16,-55306.25,-553.06
2584,매도 진입,2025-08-22 14:30,S1,3329.665,92.76,308859.7254,0,0.00,370.11,0.12,-508.79,-0.16,-55306.25,-553.06
2585,매도 청산,2025-08-22 16:30,XS2,3329.665,113.37,377706.3263,222.21,0.06,222.21,0.06,-399.63,-0.11,-55084.05,-550.84
2585,매도 진입,2025-08-22 16:00,S2,3331.625,113.37,377706.3263,222.21,0.06,222.21,0.06,-399.63,-0.11,-55084.05,-550.84
2586,매도 청산,2025-08-22 16:30,XS3,3329.665,145.77,485936.6855,571.42,0.12,571.42,0.12,-228.13,-0.05,-54512.63,-545.13
2586,매도 진입,2025-08-22 16:00,S3,3333.585,145.77,485936.6855,571.42,0.12,571.42,0.12,-228.13,-0.05,-54512.63,-545.13
2587,매도 청산,2025-08-22 21:30,XS1,3324.305,36.03,119956.4805,181.77,0.15,181.77,0.15,-91.16,-0.08,-54330.86,-543.31
2587,매도 진입,2025-08-22 17:30,S1,3329.35,36.03,119956.4805,181.77,0.15,181.77,0.15,-91.16,-0.08,-54330.86,-543.31
2588,매수 청산,2025-08-25 15:20,XL1,3368.59,34.11,114902.6049,0,0.00,237.58,0.21,-300.51,-0.26,-54330.86,-543.31
2588,매수 진입,2025-08-23 00:50,L1,3368.59,34.11,114902.6049,0,0.00,237.58,0.21,-300.51,-0.26,-54330.86,-543.31
2589,매수 청산,2025-08-25 15:20,XL2,3368.59,41.69,140214.3094,222.21,0.16,222.21,0.16,-145.08,-0.10,-54108.65,-541.09
2589,매수 진입,2025-08-25 10:30,L2,3363.26,41.69,140214.3094,222.21,0.16,222.21,0.16,-145.08,-0.10,-54108.65,-541.09
2590,매수 청산,2025-08-26 09:10,반대신호정리,3360.23,43.91,148086.2554,-538.56,-0.36,107.58,0.07,-929.36,-0.63,-54647.21,-546.47
2590,매수 진입,2025-08-26 00:40,L1,3372.495,43.91,148086.2554,-538.56,-0.36,107.58,0.07,-929.36,-0.63,-54647.21,-546.47
2591,매수 청산,2025-08-26 09:10,반대신호정리,3360.23,53.67,180779.6129,-436.07,-0.24,64.94,0.04,-913.73,-0.51,-55083.28,-550.83
2591,매수 진입,2025-08-26 04:00,L2,3368.355,53.67,180779.6129,-436.07,-0.24,64.94,0.04,-913.73,-0.51,-55083.28,-550.83
2592,매도 청산,2025-08-27 16:00,XS1,3375.84,45.56,153803.2704,0,0.00,4.1,0.00,-284.07,-0.18,-55083.28,-550.83
2592,매도 진입,2025-08-27 14:30,S1,3375.84,45.56,153803.2704,0,0.00,4.1,0.00,-284.07,-0.18,-55083.28,-550.83
2593,매도 청산,2025-08-27 16:00,XS2,3375.84,55.69,188222.7327,222.2,0.12,222.2,0.12,-125.02,-0.07,-54861.07,-548.61
2593,매도 진입,2025-08-27 15:10,S2,3379.83,55.69,188222.7327,222.2,0.12,222.2,0.12,-125.02,-0.07,-54861.07,-548.61
2594,매도 청산,2025-08-27 18:50,XS1,3379.825,57.08,192920.411,0,0.00,36.25,0.02,-328.5,-0.17,-54861.07,-548.61
2594,매도 진입,2025-08-27 16:50,S1,3379.825,57.08,192920.411,0,0.00,36.25,0.02,-328.5,-0.17,-54861.07,-548.61
2595,매도 청산,2025-08-27 18:50,XS2,3379.825,69.77,236032.6077,222.22,0.09,222.22,0.09,-179.31,-0.08,-54638.85,-546.39
2595,매도 진입,2025-08-27 17:00,S2,3383.01,69.77,236032.6077,222.22,0.09,222.22,0.09,-179.31,-0.08,-54638.85,-546.39
2596,매수 청산,2025-08-28 12:10,XL1,3392.52,43.23,146658.6396,0,0.00,295.91,0.20,-341.52,-0.23,-54638.85,-546.39
2596,매수 진입,2025-08-28 03:10,L1,3392.52,43.23,146658.6396,0,0.00,295.91,0.20,-341.52,-0.23,-54638.85,-546.39
2597,매수 청산,2025-08-28 12:10,XL2,3392.52,52.84,179038.5646,222.19,0.12,222.19,0.12,-195.24,-0.11,-54416.66,-544.17
2597,매수 진입,2025-08-28 10:20,L2,3388.315,52.84,179038.5646,222.19,0.12,222.19,0.12,-195.24,-0.11,-54416.66,-544.17
2598,매수 청산,2025-08-28 20:20,XL1,3399.33,62.91,213851.8503,0,0.00,71.72,0.03,-338.14,-0.16,-54416.66,-544.17
2598,매수 진입,2025-08-28 18:30,L1,3399.33,62.91,213851.8503,0,0.00,71.72,0.03,-338.14,-0.16,-54416.66,-544.17
2599,매수 청산,2025-08-28 20:20,XL2,3399.33,76.89,261152.2716,222.21,0.09,222.21,0.09,-191.07,-0.07,-54194.45,-541.94
2599,매수 진입,2025-08-28 19:00,L2,3396.44,76.89,261152.2716,222.21,0.09,222.21,0.09,-191.07,-0.07,-54194.45,-541.94
2600,매도 청산,2025-08-29 18:00,XS1,3409.74,56.9,194196.0015,181.8,0.09,184.64,0.10,-4.55,0.00,-54012.66,-540.13
2600,매도 진입,2025-08-29 17:40,S1,3412.935,56.9,194196.0015,181.8,0.09,184.64,0.10,-4.55,0.00,-54012.66,-540.13
2601,매수 청산,2025-09-01 11:00,XL1,3462.85,27.05,93124.7645,545.33,0.59,545.33,0.59,-153.24,-0.16,-53467.33,-534.67
2601,매수 진입,2025-08-30 01:20,L1,3442.69,27.05,93124.7645,545.33,0.59,545.33,0.59,-153.24,-0.16,-53467.33,-534.67
2602,매수 청산,2025-09-01 16:50,XL1,3475.25,28.08,97585.02,0,0.00,409.83,0.42,-215.09,-0.22,-53467.33,-534.67
2602,매수 진입,2025-09-01 13:20,L1,3475.25,28.08,97585.02,0,0.00,409.83,0.42,-215.09,-0.22,-53467.33,-534.67
2603,매수 청산,2025-09-01 16:50,XL2,3475.25,34.32,119048.358,222.22,0.19,222.22,0.19,-40.67,-0.03,-53245.1,-532.45
2603,매수 진입,2025-09-01 16:30,L2,3468.775,34.32,119048.358,222.22,0.19,222.22,0.19,-40.67,-0.03,-53245.1,-532.45
2604,매수 청산,2025-09-01 19:10,XL1,3473.26,41.36,143654.0336,0,0.00,70.93,0.05,-284.35,-0.20,-53245.1,-532.45
2604,매수 진입,2025-09-01 18:10,L1,3473.26,41.36,143654.0336,0,0.00,70.93,0.05,-284.35,-0.20,-53245.1,-532.45
2605,매수 청산,2025-09-01 19:10,XL2,3473.26,50.56,175385.8144,222.21,0.13,222.21,0.13,-125.39,-0.07,-53022.89,-530.23
2605,매수 진입,2025-09-01 18:30,L2,3468.865,50.56,175385.8144,222.21,0.13,222.21,0.13,-125.39,-0.07,-53022.89,-530.23
2606,매수 청산,2025-09-02 19:10,XL1,3482.89,37.91,132399.9168,-363.56,-0.27,227.08,0.17,-850.32,-0.64,-53386.45,-533.86
2606,매수 진입,2025-09-02 12:20,L1,3492.48,37.91,132399.9168,-363.56,-0.27,227.08,0.17,-850.32,-0.64,-53386.45,-533.86
2607,매수 청산,2025-09-02 19:10,XL2,3482.89,46.34,161619.3229,-222.2,-0.14,120.72,0.07,-817.21,-0.51,-53608.65,-536.09
2607,매수 진입,2025-09-02 15:20,L2,3487.685,46.34,161619.3229,-222.2,-0.14,120.72,0.07,-817.21,-0.51,-53608.65,-536.09
2608,매수 청산,2025-09-02 19:10,XL3,3482.89,59.58,207510.5862,0,0.00,181.72,0.09,-765.01,-0.37,-53608.65,-536.09
2608,매수 진입,2025-09-02 16:20,L3,3482.89,59.58,207510.5862,0,0.00,181.72,0.09,-765.01,-0.37,-53608.65,-536.09
2609,매수 청산,2025-09-02 19:10,XL4,3482.89,83.42,290142.6849,400,0.14,400,0.14,-671.11,-0.23,-53208.65,-532.09
2609,매수 진입,2025-09-02 16:50,L4,3478.095,83.42,290142.6849,400,0.14,400,0.14,-671.11,-0.23,-53208.65,-532.09
2610,매수 청산,2025-09-02 19:10,XL5,3482.89,139.03,482892.899,1333.3,0.28,1333.3,0.28,-451.85,-0.09,-51875.35,-518.75
2610,매수 진입,2025-09-02 16:50,L5,3473.3,139.03,482892.899,1333.3,0.28,1333.3,0.28,-451.85,-0.09,-51875.35,-518.75
2611,매도 청산,2025-09-04 14:50,XS1,3526.62,75.44,266593.644,545.43,0.20,545.43,0.20,-35.83,-0.01,-51329.93,-513.30
2611,매도 진입,2025-09-04 13:10,S1,3533.85,75.44,266593.644,545.43,0.20,545.43,0.20,-35.83,-0.01,-51329.93,-513.30
2612,매도 청산,2025-09-04 15:50,XS1,3538.425,75.44,266895.7812,-43,-0.02,192.75,0.07,-306.66,-0.11,-51372.93,-513.73
2612,매도 진입,2025-09-04 15:30,S1,3537.855,75.44,266895.7812,-43,-0.02,192.75,0.07,-306.66,-0.11,-51372.93,-513.73
2613,매도 청산,2025-09-04 15:50,XS2,3538.425,92.2,326412.433,169.65,0.05,457.77,0.14,-152.59,-0.05,-51203.28,-512.03
2613,매도 진입,2025-09-04 15:30,S2,3540.265,92.2,326412.433,169.65,0.05,457.77,0.14,-152.59,-0.05,-51203.28,-512.03
2614,매도 청산,2025-09-04 15:50,XS2,3538.425,92.2,326534.6902,291.91,0.09,580.03,0.18,-30.33,-0.01,-50911.37,-509.11
2614,매도 진입,2025-09-04 15:30,S2,3541.591,92.2,326534.6902,291.91,0.09,580.03,0.18,-30.33,-0.01,-50911.37,-509.11
2615,매도 청산,2025-09-04 19:20,XS1,3539.725,24.45,86546.27625,0,0.00,71.15,0.08,-182.4,-0.21,-50911.37,-509.11
2615,매도 진입,2025-09-04 16:40,S1,3539.725,24.45,86546.27625,0,0.00,71.15,0.08,-182.4,-0.21,-50911.37,-509.11
2616,매도 청산,2025-09-04 19:20,XS2,3539.725,29.88,105989.1408,222.16,0.21,222.16,0.21,-0.75,0.00,-50689.21,-506.89
2616,매도 진입,2025-09-04 19:00,S2,3547.16,29.88,105989.1408,222.16,0.21,222.16,0.21,-0.75,0.00,-50689.21,-506.89
2617,매수 청산,2025-09-05 11:50,XL1,3551.43,53.16,188794.0188,0,0.00,274.84,0.15,-291.58,-0.15,-50689.21,-506.89
2617,매수 진입,2025-09-05 09:30,L1,3551.43,53.16,188794.0188,0,0.00,274.84,0.15,-291.58,-0.15,-50689.21,-506.89
2618,매수 청산,2025-09-05 11:50,XL2,3551.43,64.97,230514.2097,222.2,0.10,222.2,0.10,-134.16,-0.06,-50467.02,-504.67
2618,매수 진입,2025-09-05 11:30,L2,3548.01,64.97,230514.2097,222.2,0.10,222.2,0.10,-134.16,-0.06,-50467.02,-504.67
2619,매수 청산,2025-09-08 16:10,XL1,3602.88,23.19,83005.3584,545.43,0.66,545.43,0.66,-141.92,-0.17,-49921.59,-499.22
2619,매수 진입,2025-09-05 23:30,L1,3579.36,23.19,83005.3584,545.43,0.66,545.43,0.66,-141.92,-0.17,-49921.59,-499.22
2620,매수 청산,2025-09-08 19:00,XL1,3615.54,42.83,154671.7649,181.81,0.12,181.81,0.12,-111.14,-0.07,-49739.77,-497.40
2620,매수 진입,2025-09-08 18:00,L1,3611.295,42.83,154671.7649,181.81,0.12,181.81,0.12,-111.14,-0.07,-49739.77,-497.40
2621,매수 청산,2025-09-08 21:00,XL1,3619.84,42.83,154921.2496,116.5,0.08,126.56,0.08,-188.24,-0.12,-49623.28,-496.23
2621,매수 진입,2025-09-08 20:00,L1,3617.12,42.83,154921.2496,116.5,0.08,126.56,0.08,-188.24,-0.12,-49623.28,-496.23
2622,매수 청산,2025-09-08 21:00,XL2,3619.84,52.34,189097.8775,364.55,0.19,376.85,0.20,-7.85,0.00,-49258.73,-492.59
2622,매수 진입,2025-09-08 20:40,L2,3612.875,52.34,189097.8775,364.55,0.19,376.85,0.20,-7.85,0.00,-49258.73,-492.59
2623,매수 청산,2025-09-09 12:30,XL1,3648.795,74.21,270689.8802,87.2,0.03,330.98,0.12,-282,-0.10,-49171.53,-491.72
2623,매수 진입,2025-09-09 12:00,L1,3647.62,74.21,270689.8802,87.2,0.03,330.98,0.12,-282,-0.10,-49171.53,-491.72
2624,매수 청산,2025-09-09 12:30,XL2,3648.795,90.7,330616.919,328.79,0.10,409.96,0.12,-122.44,-0.04,-48842.75,-488.43
2624,매수 진입,2025-09-09 12:10,L2,3645.17,90.7,330616.919,328.79,0.10,409.96,0.12,-122.44,-0.04,-48842.75,-488.43
2625,매수 청산,2025-09-10 18:50,XL1,3654.255,27.56,100490.0988,221.17,0.22,236.88,0.24,-13.09,-0.01,-48621.58,-486.22
2625,매수 진입,2025-09-10 18:30,L1,3646.23,27.56,100490.0988,221.17,0.22,236.88,0.24,-13.09,-0.01,-48621.58,-486.22
2626,매수 청산,2025-09-10 21:30,XL1,3654.53,27.56,100718.8468,0,0.00,54.16,0.05,-200.64,-0.20,-48621.58,-486.22
2626,매수 진입,2025-09-10 20:10,L1,3654.53,27.56,100718.8468,0,0.00,54.16,0.05,-200.64,-0.20,-48621.58,-486.22
2627,매수 청산,2025-09-10 21:30,XL2,3654.53,33.69,122898.9301,222.19,0.18,222.19,0.18,-23.08,-0.02,-48399.39,-483.99
2627,매수 진입,2025-09-10 21:10,L2,3647.935,33.69,122898.9301,222.19,0.18,222.19,0.18,-23.08,-0.02,-48399.39,-483.99
2628,매도 청산,2025-09-11 16:00,XS1,3631.295,32.7,118743.3465,0,0.00,279.42,0.24,-216.64,-0.18,-48399.39,-483.99
2628,매도 진입,2025-09-11 14:30,S1,3631.295,32.7,118743.3465,0,0.00,279.42,0.24,-216.64,-0.18,-48399.39,-483.99
2629,매도 청산,2025-09-11 16:00,XS2,3631.295,39.96,145328.7258,222.18,0.15,222.18,0.15,-42.56,-0.03,-48177.21,-481.77
2629,매도 진입,2025-09-11 15:40,S2,3636.855,39.96,145328.7258,222.18,0.15,222.18,0.15,-42.56,-0.03,-48177.21,-481.77
2630,매수 청산,2025-09-12 16:00,XL1,3653.125,59.22,216338.0625,0,0.00,165.82,0.08,-280.41,-0.13,-48177.21,-481.77
2630,매수 진입,2025-09-12 14:30,L1,3653.125,59.22,216338.0625,0,0.00,165.82,0.08,-280.41,-0.13,-48177.21,-481.77
2631,매수 청산,2025-09-12 16:00,XL2,3653.125,72.38,264190.9809,222.21,0.08,222.21,0.08,-120.51,-0.05,-47955.01,-479.55
2631,매수 진입,2025-09-12 15:20,L2,3650.055,72.38,264190.9809,222.21,0.08,222.21,0.08,-120.51,-0.05,-47955.01,-479.55
2632,매도 청산,2025-09-15 11:50,XS1,3641.595,53.31,194033.4732,-99.96,-0.05,49.05,0.03,-317.19,-0.16,-48054.96,-480.55
2632,매도 진입,2025-09-15 11:10,S1,3639.72,53.31,194033.4732,-99.96,-0.05,49.05,0.03,-317.19,-0.16,-48054.96,-480.55
2633,매도 청산,2025-09-15 11:50,XS2,3641.595,65.16,237386.3508,100.02,0.04,100.02,0.04,-165.51,-0.07,-47954.94,-479.55
2633,매도 진입,2025-09-15 11:10,S2,3643.13,65.16,237386.3508,100.02,0.04,100.02,0.04,-165.51,-0.07,-47954.94,-479.55
2634,매도 청산,2025-09-15 11:50,XS2,3641.595,65.16,237508.591,222.26,0.09,222.26,0.09,-43.27,-0.02,-47732.68,-477.33
2634,매도 진입,2025-09-15 11:20,S2,3645.006,65.16,237508.591,222.26,0.09,222.26,0.09,-43.27,-0.02,-47732.68,-477.33
2635,매수 청산,2025-09-17 07:40,반대신호정리,3692.25,20.29,74645.2868,270.47,0.36,493.45,0.66,-85.52,-0.11,-47462.21,-474.62
2635,매수 진입,2025-09-16 03:20,L1,3678.92,20.29,74645.2868,270.47,0.36,493.45,0.66,-85.52,-0.11,-47462.21,-474.62
2636,매도 청산,2025-09-17 15:30,XS1,3674.47,61.63,227003.0116,545.43,0.24,545.43,0.24,-169.48,-0.07,-46916.79,-469.17
2636,매도 진입,2025-09-17 11:50,S1,3683.32,61.63,227003.0116,545.43,0.24,545.43,0.24,-169.48,-0.07,-46916.79,-469.17
2637,매도 청산,2025-09-17 19:10,XS1,3662.635,25.41,93249.3639,181.81,0.19,181.81,0.19,-34.18,-0.04,-46734.98,-467.35
2637,매도 진입,2025-09-17 18:20,S1,3669.79,25.41,93249.3639,181.81,0.19,181.81,0.19,-34.18,-0.04,-46734.98,-467.35
2638,매도 청산,2025-09-18 03:00,XS1,3668.29,25.41,93211.2489,0,0.00,94.91,0.10,-743.88,-0.80,-46734.98,-467.35
2638,매도 진입,2025-09-17 20:30,S1,3668.29,25.41,93211.2489,0,0.00,94.91,0.10,-743.88,-0.80,-46734.98,-467.35
2639,매도 청산,2025-09-18 03:00,XS2,3668.29,31.05,114122.5673,222.16,0.19,222.16,0.19,-686.83,-0.60,-46512.82,-465.13
2639,매도 진입,2025-09-17 21:40,S2,3675.445,31.05,114122.5673,222.16,0.19,222.16,0.19,-686.83,-0.60,-46512.82,-465.13
2640,매도 청산,2025-09-18 03:00,XS3,3668.29,39.93,147046.218,571.4,0.39,571.4,0.39,-597.55,-0.41,-45941.42,-459.41
2640,매도 진입,2025-09-17 22:30,S3,3682.6,39.93,147046.218,571.4,0.39,571.4,0.39,-597.55,-0.41,-45941.42,-459.41
2641,매도 청산,2025-09-18 20:20,반대신호정리,3670.37,27.13,98785.07775,-792.06,-0.80,6.38,0.01,-868.97,-0.88,-46733.48,-467.33
2641,매도 진입,2025-09-18 16:10,S1,3641.175,27.13,98785.07775,-792.06,-0.80,6.38,0.01,-868.97,-0.88,-46733.48,-467.33
2642,매도 청산,2025-09-18 20:20,반대신호정리,3670.37,33.16,120963.535,-745.93,-0.62,44.43,0.04,-839.94,-0.69,-47479.41,-474.79
2642,매도 진입,2025-09-18 16:10,S2,3647.875,33.16,120963.535,-745.93,-0.62,44.43,0.04,-839.94,-0.69,-47479.41,-474.79
2643,매도 청산,2025-09-18 20:20,반대신호정리,3670.37,33.16,121085.7628,-623.71,-0.52,41.48,0.03,-717.71,-0.59,-48103.12,-481.03
2643,매도 진입,2025-09-18 16:30,S2,3651.561,33.16,121085.7628,-623.71,-0.52,41.48,0.03,-717.71,-0.59,-48103.12,-481.03
2644,매도 청산,2025-09-18 20:20,반대신호정리,3670.37,42.64,155988.249,-516.33,-0.33,189.36,0.12,-637.21,-0.41,-48619.45,-486.19
2644,매도 진입,2025-09-18 16:40,S3,3658.261,42.64,155988.249,-516.33,-0.33,189.36,0.12,-637.21,-0.41,-48619.45,-486.19
2645,매도 청산,2025-09-18 20:20,반대신호정리,3670.37,59.7,218798.1717,-322.92,-0.15,12.6,0.01,-492.17,-0.22,-48942.37,-489.42
2645,매도 진입,2025-09-18 17:50,S4,3664.961,59.7,218798.1717,-322.92,-0.15,12.6,0.01,-492.17,-0.22,-48942.37,-489.42
2646,매도 청산,2025-09-18 20:20,반대신호정리,3670.37,99.5,365330.2695,128.45,0.04,609.04,0.17,-153.63,-0.04,-48813.91,-488.14
2646,매도 진입,2025-09-18 18:20,S5,3671.661,99.5,365330.2695,128.45,0.04,609.04,0.17,-153.63,-0.04,-48813.91,-488.14
2647,매수 청산,2025-09-19 16:40,XL1,3654.205,77.7,283931.7285,0,0.00,217.56,0.08,-839.55,-0.30,-48813.91,-488.14
2647,매수 진입,2025-09-19 14:40,L1,3654.205,77.7,283931.7285,0,0.00,217.56,0.08,-839.55,-0.30,-48813.91,-488.14
2648,매수 청산,2025-09-19 16:40,XL2,3654.205,94.96,346781.1004,222.21,0.06,222.21,0.06,-803.84,-0.23,-48591.71,-485.92
2648,매수 진입,2025-09-19 14:50,L2,3651.865,94.96,346781.1004,222.21,0.06,222.21,0.06,-803.84,-0.23,-48591.71,-485.92
2649,매수 청산,2025-09-19 16:40,XL3,3654.205,122.1,445607.0025,571.43,0.13,571.43,0.13,-747.86,-0.17,-48020.28,-480.20
2649,매수 진입,2025-09-19 15:10,L3,3649.525,122.1,445607.0025,571.43,0.13,571.43,0.13,-747.86,-0.17,-48020.28,-480.20
2650,매수 청산,2025-09-19 16:40,XL4,3654.205,170.94,623449.8039,1200,0.19,1200,0.19,-647.01,-0.10,-46820.28,-468.20
2650,매수 진입,2025-09-19 15:20,L4,3647.185,170.94,623449.8039,1200,0.19,1200,0.19,-647.01,-0.10,-46820.28,-468.20
2651,매수 청산,2025-09-19 16:40,XL5,3654.205,284.9,1038416.34,2666.66,0.26,2666.66,0.26,-411.68,-0.04,-44153.61,-441.54
2651,매수 진입,2025-09-19 15:30,L5,3644.845,284.9,1038416.34,2666.66,0.26,2666.66,0.26,-411.68,-0.04,-44153.61,-441.54
2652,매수 청산,2025-09-19 18:10,XL1,3657.9,29.95,109372.3085,181.8,0.17,181.8,0.17,-7.94,-0.01,-43971.82,-439.72
2652,매수 진입,2025-09-19 17:20,L1,3651.83,29.95,109372.3085,181.8,0.17,181.8,0.17,-7.94,-0.01,-43971.82,-439.72
2653,매수 청산,2025-09-19 22:10,XL1,3652.295,29.95,109386.2352,0,0.00,31.45,0.03,-254.87,-0.23,-43971.82,-439.72
2653,매수 진입,2025-09-19 20:20,L1,3652.295,29.95,109386.2352,0,0.00,31.45,0.03,-254.87,-0.23,-43971.82,-439.72
2654,매수 청산,2025-09-19 22:10,XL2,3652.295,36.6,133451.835,222.16,0.17,222.16,0.17,-89.3,-0.07,-43749.66,-437.50
2654,매수 진입,2025-09-19 20:50,L2,3646.225,36.6,133451.835,222.16,0.17,222.16,0.17,-89.3,-0.07,-43749.66,-437.50
2655,매수 청산,2025-09-23 00:00,XL1,3726.65,64.02,238580.133,0,0.00,47.37,0.02,-921.89,-0.39,-43749.66,-437.50
2655,매수 진입,2025-09-22 20:30,L1,3726.65,64.02,238580.133,0,0.00,47.37,0.02,-921.89,-0.39,-43749.66,-437.50
2656,매수 청산,2025-09-23 00:00,XL2,3726.65,78.24,291350.8944,222.2,0.08,222.2,0.08,-904.45,-0.31,-43527.45,-435.27
2656,매수 진입,2025-09-22 20:40,L2,3723.81,78.24,291350.8944,222.2,0.08,222.2,0.08,-904.45,-0.31,-43527.45,-435.27
2657,매수 청산,2025-09-23 00:00,XL3,3726.65,100.6,374329.582,571.41,0.15,571.41,0.15,-877.23,-0.23,-42956.05,-429.56
2657,매수 진입,2025-09-22 21:10,L3,3720.97,100.6,374329.582,571.41,0.15,571.41,0.15,-877.23,-0.23,-42956.05,-429.56
2658,매수 청산,2025-09-23 00:00,XL4,3726.65,140.84,523661.4292,1199.96,0.23,1199.96,0.23,-828.14,-0.16,-41756.09,-417.56
2658,매수 진입,2025-09-22 21:10,L4,3718.13,140.84,523661.4292,1199.96,0.23,1199.96,0.23,-828.14,-0.16,-41756.09,-417.56
2659,매수 청산,2025-09-23 00:00,XL5,3726.65,234.74,872127.1746,2666.65,0.31,2666.65,0.31,-713.61,-0.08,-39089.44,-390.89
