time,open,high,low,close,"Bollinger Upper Band (20,2)","Bollinger Lower Band (20,2)","(20,2) Upper Band 미리보기","(20,2) Lower Band 미리보기","Bollinger Upper Band (4,4)","Bollinger Lower Band (4,4)","(4,4) Lower Band 미리보기","(4,4) Upper Band 미리보기",20-Period Moving Average,120-Period Moving Average,WMA1,WMA1 미리보기,WMA2,WMA2 미리보기,더블비 매도,더블비 매수,원비 매도,원비 매수,아시아 박스 상단값,아시아 박스 하단값,20 SMA,120 SMA,골든 크로스,데드 크로스,Xtrender Up Turn,Xtrender Down Turn,RSI (14),상승 다이버전스,Plot,히든 상승 다이버전스,Plot.1,하락 다이버전스,Plot.2,히든 하락 다이버전스,Plot.3,더블비 매도.1,더블비 매수.1,(매수) signal,(매도) signal,골든 크로스.1,데드 크로스.1,RSI Basis (plot),RSI Upper (plot),RSI Lower (plot),RSI Disp Up (plot),RSI Disp Down (plot),Current RSI Colored (plot)
2023-06-12T09:00:00+09:00,1960.055,1960.465,1959.485,1960.045,,,,,1961.0192233154507,1959.183276684549,1959.1832766804907,1961.019223319509,,,1960.0885000000003,1960.0885000000003,,,0,0,0,0,1960.745,1958.84,,,0,0,,,,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,
2023-06-12T09:10:00+09:00,1960.045,1960.53,1959.795,1960.015,,,,,1960.7995071689045,1959.265492831096,1959.2654928116676,1960.799507188332,,,1960.066,1960.066,,,0,0,0,0,1960.745,1958.84,,,0,0,,,,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,
2023-06-12T09:20:00+09:00,1960.015,1960.055,1958.46,1958.595,,,,,1960.5312771608951,1959.6687228391047,1959.668722795916,1960.531277204084,,,1960.059,1960.059,,,0,0,0,1,1960.745,1958.84,,,0,0,,,40.85545722713854,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,40.85545722713854
2023-06-12T09:30:00+09:00,1958.595,1958.91,1958.06,1958.7,,,,,1962.178119920224,1957.1768800797763,1957.1768800693476,1962.178119930652,,,1959.457,1959.457,,,0,0,0,0,1960.745,1958.84,,,0,0,,,41.82568909719904,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,41.82568909719904
2023-06-12T09:40:00+09:00,1958.7,1959.28,1958.605,1959.12,,,,,1962.1080594775424,1956.5694405224583,1956.569440511696,1962.1080594883035,,,1959.066,1959.066,1959.5379738562092,,0,0,0,0,1960.745,1958.84,,,0,0,,,45.66526357987448,0.0,,0.0,,0.0,45.66526357987448,0.0,45.66526357987448,0,0,0,0,0,0,,,,,,45.66526357987448
2023-06-12T09:50:00+09:00,1959.12,1959.33,1958.36,1958.36,,,,,1961.3457359142276,1956.8692640857728,1956.8692640807792,1961.34573591922,,,1958.9785,1958.9785,1959.4787908496728,1959.4787908496728,0,0,0,0,1960.745,1958.84,,,0,0,,,40.46123185693193,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,40.46123185693193
2023-06-12T10:00:00+09:00,1958.36,1959.595,1957.74,1958.205,,,,,1959.79442025025,1957.59307974975,1957.5930797328267,1959.794420267172,,,1958.6795,1958.6795,1959.3457843137253,1959.3457843137253,0,0,0,0,1960.745,1958.84,,,0,0,,,39.4732263155543,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,39.4732263155543
2023-06-12T10:10:00+09:00,1958.205,1958.485,1957.135,1957.945,1960.9616323364853,1958.0163676635143,,,1960.0019082053348,1957.1905917946651,1957.190591773463,1960.001908226536,1959.349,,1958.484,1958.484,1959.205196078431,1959.205196078431,0,1,0,1,1960.745,1958.84,1959.349,,0,0,,,37.80558526038456,0.0,,0.0,,0.0,,0.0,,0,1,0,0,0,0,,,,,,37.80558526038456
2023-06-12T10:20:00+09:00,1957.945,1958.08,1956.135,1956.3,1960.8495085792,1957.8484914208,1960.8495085792,1957.8484914208,1960.1565854726211,1956.658414527379,1956.658414512469,1960.1565854875296,1959.17225,,1958.2235,1958.2235,1959.0475816993464,1959.0475816993464,0,1,0,1,1960.745,1958.84,1959.17225,,0,0,,,29.355415659680677,0.0,,0.0,,0.0,,0.0,,0,1,0,0,0,0,,,,,,29.355415659680677
2023-06-12T10:30:00+09:00,1956.3,1957.385,1956.035,1957.085,1961.1568418340748,1957.1876581659253,1961.1568418340748,1957.1876581659253,1960.9952951642551,1954.409704835745,1954.409704826693,1960.995295173305,1959.0255,,1957.3805,1957.3805,1958.721633986928,1958.721633986928,0,0,0,0,1960.745,1958.84,1959.0255,,0,0,,,36.634109320029104,0.0,,0.0,,0.0,,0.0,,0,0,0,0,1,0,,,,,,36.634109320029104
2023-06-12T10:40:00+09:00,1957.085,1957.81,1956.26,1956.47,1961.1656049036949,1956.8853950963053,1961.1656049036949,1956.8853950963053,1960.3858950673812,1954.3816049326183,1954.3816049251725,1960.385895074826,1958.84125,,1957.1335,1957.1335,1958.5055228758167,1958.5055228758167,0,0,0,0,1960.745,1958.84,1958.84125,,0,0,,,33.70423380370656,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,1,,,,,,33.70423380370656
2023-06-12T10:50:00+09:00,1956.47,1956.94,1955.59,1955.98,1961.1854382927684,1956.4970617072315,1961.1854382927684,1956.4970617072315,1959.527712164684,1954.3722878353165,1954.3722878266449,1959.527712173354,1958.65225,,1956.768,1956.768,1958.2342483660127,1958.2342483660127,0,0,0,0,1960.745,1958.84,1958.65225,,0,0,,,31.53987552270698,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,31.53987552270698
2023-06-12T11:00:00+09:00,1955.98,1956.175,1955.235,1955.475,1961.2639285318637,1956.040571468136,1961.2639285311504,1956.0405714688493,1958.067126512685,1954.850373487315,1954.8503734734168,1958.0671265265812,1958.471,,1956.3800000000003,1956.3800000000003,1957.9252614379088,1957.9252614379088,0,0,0,0,1960.745,1958.84,1958.471,,0,0,,,29.44149369451671,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,29.44149369451671
2023-06-12T11:10:00+09:00,1955.475,1955.76,1955.025,1955.235,1961.415205495371,1955.526794504629,1961.415205495371,1955.526794504629,1958.635040660736,1953.869959339264,1953.8699593314457,1958.635040668553,1958.28125,,1955.9865,1955.9865,1957.576045751634,1957.576045751634,0,0,0,0,1960.745,1958.84,1958.28125,,0,0,,,28.4719955208368,0.0,28.4719955208368,0.0,28.4719955208368,0.0,,0.0,,0,0,0,0,0,0,,,,,,28.4719955208368
2023-06-12T11:20:00+09:00,1955.235,1956.02,1955.235,1956.006,1961.530275815522,1955.032224184478,1961.530275815522,1955.032224184478,1957.693417977205,1953.886582022795,1953.8865820090944,1957.693417990904,1958.16105,,1955.5795,1955.5795,1957.2250326797384,1957.2250326797384,0,0,0,0,1960.745,1958.84,1958.16105,,0,0,,,35.78735291642447,0.0,,0.0,,0.0,,0.0,,0,0,0,0,1,0,,,,,,35.78735291642447
2023-06-12T11:30:00+09:00,1956.006,1956.006,1954.305,1954.68,1961.5566962995335,1954.765403700466,1961.5566962995335,1954.765403700466,1956.9948815234425,1954.3531184765573,1954.3531184568144,1956.994881543184,1957.93105,,1955.6659,1955.6659,1956.9929215686277,1956.9929215686277,0,0,0,1,1960.745,1958.84,1957.93105,,0,0,,,30.087988535026795,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,30.087988535026795
2023-06-12T11:40:00+09:00,1954.68,1956.065,1954.38,1955.995,1961.6041884115125,1954.257911588488,1961.6041884115125,1954.257911588488,1957.2548667368276,1953.443133263172,1953.443133255353,1957.2548667446451,1957.7148,,1955.2683,1955.2683,1956.6379150326795,1956.6379150326795,0,0,0,0,1960.745,1958.84,1957.7148,,0,0,,,40.25043973862101,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,40.25043973862101
2023-06-12T11:50:00+09:00,1955.995,1956.345,1955.665,1956.095,1961.3082845258784,1954.121315474122,1961.3082845258784,1954.121315474122,1957.707831087497,1953.2501689125029,1953.2501689058167,1957.707831094182,1957.5323,,1955.5267,1955.5267,1956.4656535947709,1956.4656535947709,0,0,0,0,1960.745,1958.84,1957.5323,,0,0,,,40.95335157696712,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,40.95335157696712
2023-06-12T12:00:00+09:00,1956.095,1956.115,1955.425,1956.065,1961.0650487936016,1953.9995512063983,1961.0650487936016,1953.9995512063983,1958.0408634398132,1953.3471365601863,1953.3471365522491,1958.0408634477496,1957.3213,,1955.7731,1955.7731,1956.331039215686,1956.331039215686,0,0,0,0,1960.745,1958.84,1957.3213,,0,0,,,40.7982864975834,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,40.7982864975834
2023-06-12T12:10:00+09:00,1956.065,1956.795,1956.03,1956.245,1960.6705316188725,1953.972068381128,1960.6705316188725,1953.972068381128,1958.088975835036,1953.328524164964,1953.328524158703,1958.088975841296,1957.1308,,1955.9215,1955.9215,1956.218908496732,1956.218908496732,0,0,0,0,1960.745,1958.84,1957.1308,,0,0,,,42.21211677004847,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,42.21211677004847
2023-06-12T12:20:00+09:00,1956.245,1956.255,1955.595,1955.805,1960.2627726430007,1953.998827356999,1960.26277264419,1953.9988273558088,1956.46496576846,1955.73503423154,1955.735034180504,1956.4649658194955,1956.9188,,1956.136,1956.136,1956.1525947712412,1956.1525947712412,0,0,0,1,1960.745,1958.84,1956.9188,,0,0,,,39.7153052517865,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,,,,,,39.7153052517865
2023-06-12T12:30:00+09:00,1955.805,1956.535,1955.805,1956.265,1959.796735620856,1954.040864379144,1959.7967356215036,1954.0408643784965,1956.6858245807489,1955.419175419251,1955.4191754074864,1956.6858245925127,1956.7313,,1956.018,1956.018,1956.0527516339869,1956.0527516339869,0,0,0,0,1960.745,1958.84,1956.7313,,0,0,,,43.47927554104644,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,37.42588468430319,47.66161877072335,27.190150597883036,39.47303150158722,35.37873786701916,43.47927554104644
2023-06-12T12:40:00+09:00,1956.265,1957.555,1956.225,1957.51,1959.2432889408424,1954.219311059158,1959.243288941584,1954.219311058416,1956.833647415547,1955.356352584453,1955.356352559236,1956.833647440764,1956.67705,,1956.1030000000003,1956.1030000000003,1956.0229411764703,1956.0229411764703,0,0,1,0,1960.745,1958.84,1956.67705,,0,0,,,52.18151680672791,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,38.831182981676974,50.8595161302496,26.802849833104357,41.2368496113915,36.42551635196245,52.18151680672791
2023-06-12T12:50:00+09:00,1957.51,1958.87,1957.45,1958.51,1959.069729542805,1954.2843704571944,1959.069729542416,1954.284370457584,1958.9984685210131,1953.9140314789863,1953.9140314716597,1958.99846852834,1956.66755,,1956.669,1956.669,1956.1501241830067,1956.1501241830067,0,0,0,0,1960.745,1958.84,1956.66755,,0,0,,,57.8015083219762,0.0,,0.0,,0.0,57.8015083219762,1.0,57.8015083219762,0,0,0,0,0,0,40.637880633134046,55.39156561950427,25.88419564676382,43.58861763040809,37.68714363586,57.8015083219762
2023-06-12T13:00:00+09:00,1958.51,1958.545,1957.66,1957.93,1959.0293353813663,1954.3057646186337,1959.029335382944,1954.305764617056,1961.268168381175,1952.776831618825,1952.7768316144372,1961.2681683855617,1956.60805,,1957.4905,1957.4905,1956.3939738562087,1956.3939738562087,0,0,0,0,1960.745,1958.84,1956.60805,,0,0,,,53.84851337927592,0.0,,0.0,,0.0,,0.0,,0,0,0,1,0,0,41.8960361327666,57.798749006767125,25.993323258766083,45.07657870756671,38.7154935579665,53.84851337927592
2023-06-12T13:10:00+09:00,1957.93,1958.01,1957.495,1957.625,1958.771316740136,1954.444783259864,1958.771316740136,1954.444783259864,1960.851487860647,1954.256012139353,1954.2560121325748,1960.8514878674243,1956.5713,,1957.8535,1957.8535,1956.5713856209147,1956.5713856209147,0,0,0,0,1960.745,1958.84,1956.5713,,0,0,,,51.84073947926758,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,1,42.84315073719527,59.67289286972401,26.013408604666523,46.20909916370101,39.47720231068952,51.84073947926758
2023-06-12T13:20:00+09:00,1957.625,1958.095,1957.56,1957.705,1958.6370425880148,1954.5055574119851,1958.637042587564,1954.505557412436,1959.443677416379,1956.3438225836212,1956.3438225692,1959.4436774307997,1956.5463,,1957.882,1957.882,1956.715006535948,1956.715006535948,0,0,0,0,1960.745,1958.84,1956.5463,,0,0,,,52.34267231047805,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,43.74786707750791,61.44491046931343,26.0508236857024,47.28727575586902,40.20845839914681,52.34267231047805
2023-06-12T13:30:00+09:00,1957.705,1957.79,1957.19,1957.535,1958.5433108760203,1954.5492891239796,1958.5433108769528,1954.5492891230467,1959.327310453693,1956.5576895463075,1956.5576895328563,1959.327310467143,1956.5258,,1957.8065,1957.8065,1956.8588562091504,1956.8588562091504,0,0,0,0,1960.745,1958.84,1956.5258,,0,0,,,51.12332204111725,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,44.45029135975642,62.69848007885804,26.2021026406548,48.09992910357674,40.8006536159361,51.12332204111725
2023-06-12T13:40:00+09:00,1957.535,1957.625,1957.1,1957.495,1958.472747518023,1954.5788524819773,1958.472747518023,1954.5788524819773,1958.2844760513249,1957.1130239486756,1957.1130239168745,1958.284476083125,1956.58555,,1957.6435,1957.6435,1956.9797647058824,1956.9797647058824,0,0,0,1,1960.745,1958.84,1956.58555,,0,0,,,50.82331508122618,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,45.0572459998964,62.94282780779399,27.1716641919988,48.63436236147592,41.48012963831688,50.82331508122618
2023-06-12T13:50:00+09:00,1957.495,1957.575,1956.765,1957.065,1958.5740159895852,1954.5970840104144,1958.5740159877123,1954.597084012288,1957.9155763985575,1957.2644236014423,1957.264423521347,1957.915576478652,1956.5845500000005,,1957.562,1957.562,1957.0892679738563,1957.0892679738563,0,0,0,1,1960.745,1958.84,1956.5845500000005,,0,0,,,47.59018761039353,0.0,47.59018761039353,0.0,47.59018761039353,0.0,,0.0,,0,0,0,0,0,0,45.29847853422945,63.14559596367853,27.45136110478037,48.86790202011927,41.72905504833964,47.59018761039353
2023-06-12T14:00:00+09:00,1957.065,1958.895,1956.65,1958.795,1958.5720301605136,1954.5970698394865,1958.5720301600452,1954.597069839955,1958.393398109573,1956.5066018904276,1956.506601862785,1958.3933981372136,1956.7008000000003,,1957.352,1957.352,1957.1410915032675,1957.1410915032675,0,0,1,0,1960.745,1958.84,1956.7008000000003,,0,0,,,58.914477603965686,0.0,,0.0,,0.0,,0.0,,0,0,0,0,1,0,46.59524035039481,65.26512020245278,27.92536049833684,50.3292163208064,42.86126437998322,58.914477603965686
2023-06-12T14:10:00+09:00,1958.795,1959.695,1958.285,1959.245,1958.9077469047568,1954.4938530952436,1958.9077469030688,1954.493853096932,1960.3066633078051,1955.1383366921948,1955.138336682103,1960.306663317896,1956.8640500000008,,1957.89,1957.89,1957.3747450980395,1957.3747450980395,0,0,0,0,1960.745,1958.84,1956.8640500000008,,0,0,,,61.2593355425731,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,47.99182084488798,67.19419660207032,28.78944508770564,51.83229599632445,44.15134569345152,61.2593355425731
2023-06-12T14:20:00+09:00,1959.245,1959.46,1958.865,1958.88,1959.3042738805605,1954.42382611944,1959.3042738797976,1954.423826120204,1961.739596077736,1954.560403922264,1954.5604039149985,1961.7395960850004,1957.0343000000005,,1958.499,1958.499,1957.635130718954,1957.635130718954,0,0,0,0,1960.745,1958.84,1957.0343000000005,,0,0,,,58.35038407134997,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,48.9783506759796,67.48369935414618,30.47300199781301,52.67942041161292,45.27728094034628,58.35038407134997
2023-06-12T14:30:00+09:00,1958.88,1961.555,1958.78,1960.93,1959.5374322854184,1954.5311677145817,1959.5374322846749,1954.5311677153263,1961.8700423748653,1955.122457625135,1955.1224576151965,1961.8700423848024,1957.3190500000003,,1958.791,1958.791,1957.8337908496733,1957.8337908496733,0,0,0,0,1960.745,1958.84,1957.3190500000003,,0,0,,,67.64366719024949,0.0,,0.0,,0.0,67.64366719024949,0.0,67.64366719024949,0,0,0,0,0,0,50.75599986781483,69.34032007359173,32.17167966203794,54.47286390897021,47.03913582665945,67.64366719024949
